phylum,class,order,published_year,category
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,2018,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,2016,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,2018,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,1998,LR/nt
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,1998,LR/nt
TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,2017,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,2017,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,LR/nt
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,AQUIFOLIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,2000,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,DILLENIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,AQUIFOLIALES,2018,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,2015,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,LR/cd
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2011,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2011,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,2011,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2011,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2011,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,1998,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,1998,LR/nt
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,LR/nt
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,1998,LR/nt
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2003,CR
TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,2016,VU
TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,2016,EN
TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,2016,VU
TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,2016,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2003,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2003,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2003,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,2017,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,LR/nt
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,2016,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,1998,LR/nt
TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,2012,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,AQUIFOLIALES,1998,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,2016,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,1998,LR/nt
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2004,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,2004,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,2004,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,2004,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,2004,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,2004,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,2004,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,2018,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ZYGOPHYLLALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,2010,LC
TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,2016,NT
TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,1998,LR/nt
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,1998,LR/lc
TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,2000,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,DD
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,BUXALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,AQUIFOLIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,AQUIFOLIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,AQUIFOLIALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,AQUIFOLIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,LR/nt
TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,POLYGONALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,CANELLALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EX
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,LR/nt
TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,THEALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,VU
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EN
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,CR
TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,1998,EN
